,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
PTP4A3,1.34E-79,1.040711454,0.137,0.07,2.67E-76,0,PTP4A3
MYADM,0,1.034491419,0.723,0.515,0,0,MYADM
AQP3,0,1.026811443,0.596,0.314,0,0,AQP3
PLAC8,1.61E-248,1.018249379,0.355,0.179,3.22E-245,0,PLAC8
MYC,1.46E-74,1.013428822,0.288,0.203,2.92E-71,0,MYC
TNFAIP3,0,1.002532331,0.948,0.865,0,0,TNFAIP3
GPR183,0,0.996050766,0.703,0.394,0,0,GPR183
MPP1,3.47E-44,0.994951735,0.113,0.067,6.95E-41,0,MPP1
TSC22D3,0,0.988059619,0.948,0.876,0,0,TSC22D3
TUBB2A,4.61E-49,0.983581683,0.13,0.078,9.22E-46,0,TUBB2A
S100A11,0,0.980176494,0.891,0.683,0,0,S100A11
MID1IP1,1.49E-68,0.978072521,0.233,0.158,2.97E-65,0,MID1IP1
S100A4,0,0.951403182,0.985,0.808,0,0,S100A4
ARL4A,2.76E-190,0.935409009,0.416,0.265,5.52E-187,0,ARL4A
FBLN7,7.09E-133,0.929825642,0.222,0.112,1.42E-129,0,FBLN7
ATP2B1-AS1,5.21E-52,0.915674253,0.197,0.133,1.04E-48,0,ATP2B1-AS1
IL18RAP,3.64E-47,0.908255184,0.19,0.133,7.28E-44,0,IL18RAP
NCF4,4.47E-176,0.900481915,0.327,0.184,8.93E-173,0,NCF4
PHLDA1,2.28E-97,0.895566799,0.464,0.366,4.56E-94,0,PHLDA1
IL18R1,8.97E-67,0.887477268,0.23,0.157,1.79E-63,0,IL18R1
ANKRD28,5.68E-114,0.872756352,0.306,0.197,1.14E-110,0,ANKRD28
CISH,1.12E-109,0.866530556,0.299,0.189,2.24E-106,0,CISH
ETV3,1.56E-43,0.863101387,0.177,0.122,3.13E-40,0,ETV3
RBKS,5.22E-76,0.860174981,0.357,0.268,1.04E-72,0,RBKS
VIM,0,0.857279722,0.989,0.893,0,0,VIM
CITED2,3.31E-161,0.855063055,0.71,0.626,6.63E-158,0,CITED2
PGLYRP2,1.03E-22,0.842664535,0.087,0.057,2.05E-19,0,PGLYRP2
PRNP,1.12E-176,0.832195637,0.412,0.262,2.25E-173,0,PRNP
TXNIP,0,0.830807006,0.865,0.684,0,0,TXNIP
NEU1,1.36E-51,0.826957871,0.318,0.258,2.73E-48,0,NEU1
KLF6,0,0.824130584,0.96,0.886,0,0,KLF6
PPP1R15A,0,0.80703394,0.901,0.769,0,0,PPP1R15A
SMIM14,1.72E-35,0.798924281,0.1,0.059,3.44E-32,0,SMIM14
LRRN3,2.39E-58,0.7921045,0.193,0.125,4.78E-55,0,LRRN3
PLP2,6.24E-236,0.788636554,0.595,0.437,1.25E-232,0,PLP2
ADAM19,1.25E-70,0.784909223,0.25,0.173,2.51E-67,0,ADAM19
KLRG1,7.60E-118,0.784580627,0.279,0.168,1.52E-114,0,KLRG1
GADD45B,1.66E-49,0.77698182,0.556,0.518,3.33E-46,0,GADD45B
AL357060.1,3.30E-20,0.772428176,0.146,0.113,6.60E-17,0,AL357060.1
EGR2,1.11E-10,0.771021836,0.144,0.121,2.22E-07,0,EGR2
IER2,6.22E-135,0.770979539,0.749,0.701,1.24E-131,0,IER2
PTGDR,7.79E-53,0.770363383,0.139,0.081,1.56E-49,0,PTGDR
IER5,3.31E-37,0.767677054,0.201,0.15,6.61E-34,0,IER5
BTG2,5.94E-201,0.76081086,0.854,0.821,1.19E-197,0,BTG2
CD69,0,0.758334202,0.972,0.948,0,0,CD69
AL118516.1,7.13E-33,0.757875221,0.172,0.125,1.43E-29,0,AL118516.1
RUNX2,2.86E-41,0.751480011,0.215,0.16,5.72E-38,0,RUNX2
FBLN5,6.13E-32,0.718146461,0.115,0.074,1.23E-28,0,FBLN5
PTGER4,0,0.712195976,0.822,0.699,0,0,PTGER4
LGALS3BP,8.93E-52,0.704777767,0.183,0.12,1.79E-48,0,LGALS3BP
RGS2,1.42E-77,0.704764191,0.563,0.49,2.85E-74,0,RGS2
AHR,4.33E-69,0.702115154,0.3,0.218,8.65E-66,0,AHR
AC087239.1,2.53E-17,0.696807387,0.112,0.083,5.06E-14,0,AC087239.1
BCL2,4.74E-111,0.693204823,0.386,0.266,9.47E-108,0,BCL2
SNAPC1,1.14E-18,0.685286311,0.144,0.112,2.29E-15,0,SNAPC1
ZFP36,4.69E-237,0.678922277,0.951,0.919,9.38E-234,0,ZFP36
HSPA1A,5.57E-05,0.660200906,0.461,0.463,0.111329793,0,HSPA1A
IL9R,5.27E-06,0.654698679,0.081,0.068,0.010546005,0,IL9R
DUSP6,3.54E-23,0.65216607,0.129,0.093,7.07E-20,0,DUSP6
TUBA1A,7.32E-128,0.649981044,0.715,0.641,1.46E-124,0,TUBA1A
NFKBID,6.01E-84,0.646532266,0.324,0.23,1.20E-80,0,NFKBID
KMT2E-AS1,5.37E-36,0.643422326,0.278,0.226,1.07E-32,0,KMT2E-AS1
CD300A,3.47E-40,0.632270952,0.199,0.143,6.94E-37,0,CD300A
SPINK2,1.30E-32,0.627752162,0.132,0.087,2.61E-29,0,SPINK2
TMEM173,2.61E-111,0.620509807,0.426,0.311,5.23E-108,0,TMEM173
CXCR4,2.03E-157,0.613150649,0.792,0.693,4.06E-154,0,CXCR4
ANKRD37,3.20E-22,0.606300586,0.253,0.214,6.40E-19,0,ANKRD37
MYLIP,1.54E-47,0.599858752,0.299,0.232,3.07E-44,0,MYLIP
SCML4,9.19E-199,0.596954797,0.735,0.608,1.84E-195,0,SCML4
MAL,5.05E-101,0.594074535,0.266,0.157,1.01E-97,0,MAL
GCSAM,2.47E-15,0.593070432,0.096,0.07,4.95E-12,0,GCSAM
CTSH,1.65E-27,0.585136362,0.091,0.057,3.29E-24,0,CTSH
RPLP1,0,0.581438969,1,0.998,0,0,RPLP1
S100A10,0,0.580717025,0.914,0.777,0,0,S100A10
BAG3,7.98E-13,0.579245701,0.14,0.115,1.60E-09,0,BAG3
FAM122C,3.20E-10,0.577963866,0.144,0.122,6.39E-07,0,FAM122C
CAPG,2.48E-150,0.575224178,0.451,0.294,4.96E-147,0,CAPG
RGCC,2.86E-57,0.568347908,0.67,0.63,5.71E-54,0,RGCC
ANXA2,1.20E-149,0.567877671,0.564,0.426,2.40E-146,0,ANXA2
IFITM2,0,0.559840851,0.953,0.854,0,0,IFITM2
FKBP11,1.53E-152,0.555896053,0.584,0.448,3.07E-149,0,FKBP11
SLAMF1,8.11E-132,0.553619962,0.488,0.356,1.62E-128,0,SLAMF1
RNF130,5.71E-36,0.55221198,0.141,0.093,1.14E-32,0,RNF130
DNAJB1,3.28E-122,0.551920743,0.879,0.836,6.56E-119,0,DNAJB1
DNAAF2,7.38E-24,0.549704175,0.291,0.257,1.48E-20,0,DNAAF2
ZFP36L2,6.70E-249,0.54581639,0.987,0.964,1.34E-245,0,ZFP36L2
FRMD4B,3.16E-25,0.541655323,0.167,0.125,6.32E-22,0,FRMD4B
RPLP0,0,0.540991941,0.998,0.992,0,0,RPLP0
NR4A3,3.15E-33,0.531584679,0.363,0.31,6.30E-30,0,NR4A3
S100A6,0,0.527055546,0.943,0.846,0,0,S100A6
BAIAP2,4.94E-08,0.515486294,0.097,0.079,9.88E-05,0,BAIAP2
SLC40A1,7.83E-116,0.513977922,0.129,0.052,1.57E-112,0,SLC40A1
ARL5B,8.87E-16,0.510445886,0.227,0.198,1.77E-12,0,ARL5B
UBXN11,1.97E-20,0.510266384,0.237,0.2,3.95E-17,0,UBXN11
AC013264.1,2.96E-08,0.501177258,0.087,0.069,5.92E-05,0,AC013264.1
SERTAD1,1.11E-15,0.497732476,0.344,0.325,2.23E-12,0,SERTAD1
FTH1,1.36E-232,0.497076192,0.997,0.992,2.72E-229,0,FTH1
BCL2A1,1.30E-19,0.496358062,0.34,0.308,2.59E-16,0,BCL2A1
CD83,5.88E-20,0.496346053,0.138,0.104,1.18E-16,0,CD83
BHLHE40,1.05E-52,0.48656967,0.413,0.339,2.11E-49,0,BHLHE40
JUNB,1.10E-242,0.486481132,0.963,0.957,2.20E-239,0,JUNB
TRAV9-2,1.40E-10,0.480653302,0.086,0.066,2.80E-07,0,TRAV9-2
TAGAP,1.06E-143,0.475160374,0.851,0.797,2.11E-140,0,TAGAP
LTB,0,0.47321696,0.879,0.646,0,0,LTB
CRIP1,1.86E-194,0.469329978,0.938,0.872,3.72E-191,0,CRIP1
TNFSF14,1.44E-25,0.458590256,0.249,0.205,2.88E-22,0,TNFSF14
APP,3.48E-28,0.457772033,0.136,0.094,6.97E-25,0,APP
CMTM8,2.75E-35,0.457716347,0.206,0.151,5.50E-32,0,CMTM8
GSTM2,1.15E-21,0.439645348,0.15,0.112,2.29E-18,0,GSTM2
IER3,6.21E-07,0.429793719,0.088,0.072,0.001242819,0,IER3
CHMP1B,0.001253434,0.429784082,0.319,0.327,1,0,CHMP1B
DNAJA1,1.11E-45,0.428038046,0.732,0.715,2.21E-42,0,DNAJA1
ADGRE5,2.72E-93,0.418109437,0.664,0.584,5.44E-90,0,ADGRE5
XBP1,7.04E-70,0.41320121,0.563,0.489,1.41E-66,0,XBP1
C20orf204,7.49E-11,0.408104108,0.122,0.099,1.50E-07,0,C20orf204
NBL1,2.02E-12,0.390050209,0.219,0.195,4.05E-09,0,NBL1
SATB1,6.61E-32,0.383808182,0.353,0.302,1.32E-28,0,SATB1
TUBA1C,2.56E-40,0.381847949,0.343,0.282,5.11E-37,0,TUBA1C
PFKFB3,2.95E-13,0.380724444,0.269,0.241,5.91E-10,0,PFKFB3
SAMSN1,5.24E-102,0.369414734,0.724,0.644,1.05E-98,0,SAMSN1
DDIT4,1.03E-23,0.368143109,0.616,0.599,2.07E-20,0,DDIT4
ZBTB10,1.65E-07,0.364166589,0.104,0.086,0.000330769,0,ZBTB10
PRMT9,1.03E-18,0.357438154,0.323,0.286,2.06E-15,0,PRMT9
RPL22L1,4.72E-54,0.349944888,0.661,0.617,9.44E-51,0,RPL22L1
SLC1A5,0.001116036,0.349530603,0.193,0.188,1,0,SLC1A5
GATA3,7.23E-37,0.347251758,0.533,0.481,1.45E-33,0,GATA3
TNFRSF25,5.68E-24,0.346755485,0.309,0.265,1.14E-20,0,TNFRSF25
H3F3B,2.03E-142,0.328057789,0.995,0.991,4.06E-139,0,H3F3B
ATF3,1.36E-06,0.323053403,0.143,0.172,0.002722067,0,ATF3
RASGEF1B,9.09E-09,0.318877214,0.256,0.236,1.82E-05,0,RASGEF1B
PDE4D,3.58E-27,0.317232377,0.408,0.367,7.16E-24,0,PDE4D
HSP90AB1,8.46E-139,0.312075038,0.93,0.883,1.69E-135,0,HSP90AB1
PLIN2,1.22E-05,0.302942117,0.268,0.261,0.02439495,0,PLIN2
CTSB,2.09E-43,0.301205937,0.423,0.361,4.18E-40,0,CTSB
YWHAH,1.69E-44,0.298366238,0.577,0.522,3.38E-41,0,YWHAH
PRDX4,0.000714014,0.286666111,0.138,0.128,1,0,PRDX4
AP3M2,1.42E-09,0.282973789,0.221,0.198,2.83E-06,0,AP3M2
NFKBIZ,2.72E-06,0.281572721,0.533,0.539,0.005438032,0,NFKBIZ
LTBP4,1.21E-06,0.280455033,0.157,0.14,0.002425454,0,LTBP4
HOOK2,0.000549499,0.278663155,0.15,0.138,1,0,HOOK2
AREG,2.32E-31,0.275491579,0.281,0.218,4.63E-28,0,AREG
TMEM107,0.004642351,0.266535809,0.133,0.153,1,0,TMEM107
BACH2,2.11E-09,0.263994722,0.126,0.103,4.23E-06,0,BACH2
LSR,2.65E-10,0.262041025,0.18,0.152,5.29E-07,0,LSR
LGALS1,6.66E-58,0.261685138,0.481,0.382,1.33E-54,0,LGALS1
PBXIP1,4.00E-99,0.256137798,0.643,0.533,8.01E-96,0,PBXIP1
HSPA8,7.55E-66,0.240590565,0.983,0.981,1.51E-62,0,HSPA8
CYCS,5.12E-12,0.235143307,0.654,0.657,1.02E-08,0,CYCS
SELENOK,7.67E-14,0.233505159,0.696,0.709,1.53E-10,0,SELENOK
JAML,1.18E-25,0.230825356,0.441,0.389,2.37E-22,0,JAML
RPS8,0,0.223364603,0.999,0.994,0,0,RPS8
TRAV13-1,0.000151373,0.216612928,0.085,0.073,0.302746542,0,TRAV13-1
ITGA6,2.80E-09,0.214946231,0.1,0.079,5.60E-06,0,ITGA6
SLC2A3,3.81E-51,0.214396636,0.827,0.79,7.62E-48,0,SLC2A3
CDK6,0.000384238,0.212866279,0.278,0.274,0.768476259,0,CDK6
HSP90AA1,2.26E-29,0.210648146,0.961,0.952,4.52E-26,0,HSP90AA1
SSR4,1.17E-63,0.206383545,0.878,0.846,2.35E-60,0,SSR4
IMPDH2,5.26E-06,0.204580674,0.314,0.303,0.010523123,0,IMPDH2
LIPA,0.001758091,0.195351722,0.187,0.178,1,0,LIPA
F2R,0.001216698,0.183828878,0.204,0.195,1,0,F2R
NR4A2,6.03E-26,0.178669871,0.846,0.833,1.21E-22,0,NR4A2
RPS2,2.05E-160,0.178356163,0.999,0.994,4.10E-157,0,RPS2
CCND2,4.43E-19,0.177576239,0.452,0.41,8.85E-16,0,CCND2
SYTL2,2.00E-07,0.176837224,0.283,0.263,0.000400101,0,SYTL2
PDIA4,0.000224329,0.170858039,0.334,0.333,0.448658003,0,PDIA4
ZFP36L1,5.89E-16,0.161259307,0.9,0.888,1.18E-12,0,ZFP36L1
TNFSF8,8.18E-06,0.160983116,0.185,0.166,0.016368674,0,TNFSF8
TUBB4B,2.18E-22,0.154023497,0.51,0.467,4.36E-19,0,TUBB4B
PPA1,3.81E-14,0.151389012,0.56,0.541,7.62E-11,0,PPA1
MT-ND6,4.55E-34,0.145639406,0.849,0.82,9.10E-31,0,MT-ND6
YPEL5,0.000118769,0.145618106,0.684,0.711,0.237537653,0,YPEL5
HSPA5,3.37E-38,0.140693243,0.696,0.649,6.74E-35,0,HSPA5
EIF5A,1.09E-14,0.138092542,0.681,0.672,2.18E-11,0,EIF5A
CKLF,3.74E-21,0.129126476,0.749,0.713,7.49E-18,0,CKLF
RASGRP2,1.10E-05,0.124983545,0.294,0.276,0.022064071,0,RASGRP2
ID2,2.92E-07,0.116515026,0.639,0.594,0.000583459,0,ID2
IVNS1ABP,0.009327197,0.104634225,0.458,0.47,1,0,IVNS1ABP
HSPB1,6.15E-10,0.101479328,0.518,0.499,1.23E-06,0,HSPB1
NRM,4.96E-08,0.100108164,0.071,0.094,9.91E-05,0,NRM
ICOS,3.12E-25,0.090370623,0.554,0.495,6.23E-22,0,ICOS
GABPB1-AS1,0.001624571,0.088504253,0.249,0.284,1,0,GABPB1-AS1
SPINT2,1.86E-11,0.082616156,0.199,0.164,3.71E-08,0,SPINT2
LSM5,2.18E-06,-0.080738512,0.374,0.424,0.004350254,0,LSM5
RILPL2,4.01E-10,-0.081174611,0.319,0.381,8.02E-07,0,RILPL2
ABHD5,4.07E-18,-0.082099673,0.113,0.158,8.14E-15,0,ABHD5
PTMA,3.37E-13,-0.082704849,0.999,0.996,6.73E-10,0,PTMA
HNRNPA2B1,1.45E-07,-0.085122225,0.956,0.96,0.000289741,0,HNRNPA2B1
PRDX1,0.003953399,-0.086244219,0.611,0.64,1,0,PRDX1
SIAH2,0.000107247,-0.09511065,0.335,0.378,0.214494284,0,SIAH2
ANXA2R,1.37E-15,-0.095539581,0.261,0.325,2.73E-12,0,ANXA2R
NAA38,8.97E-12,-0.096702316,0.35,0.415,1.79E-08,0,NAA38
HOXB2,2.23E-09,-0.09757752,0.224,0.269,4.46E-06,0,HOXB2
RHOB,6.09E-05,-0.102671254,0.155,0.178,0.121769945,0,RHOB
DDB2,8.61E-13,-0.102739163,0.148,0.19,1.72E-09,0,DDB2
MSH6,1.12E-11,-0.109234066,0.074,0.102,2.23E-08,0,MSH6
PLD3,2.07E-06,-0.110179839,0.249,0.294,0.00413973,0,PLD3
LDHA,0.005650171,-0.110639969,0.795,0.797,1,0,LDHA
MT-CO2,9.37E-16,-0.110744114,1,0.999,1.87E-12,0,MT-CO2
IL32,0.002431597,-0.118543853,0.988,0.954,1,0,IL32
REEP4,2.07E-11,-0.118867452,0.102,0.135,4.15E-08,0,REEP4
RPS27L,7.24E-13,-0.118929913,0.587,0.655,1.45E-09,0,RPS27L
PPIA,6.46E-08,-0.119130812,0.985,0.977,0.000129171,0,PPIA
EBP,3.14E-13,-0.119602114,0.19,0.24,6.28E-10,0,EBP
UQCC2,9.20E-16,-0.120533284,0.23,0.292,1.84E-12,0,UQCC2
SYNCRIP,5.21E-13,-0.121752516,0.276,0.338,1.04E-09,0,SYNCRIP
LSM4,4.18E-05,-0.122914122,0.374,0.411,0.083552058,0,LSM4
ODC1,3.00E-18,-0.123987247,0.474,0.548,5.99E-15,0,ODC1
SKIL,6.64E-15,-0.124799639,0.22,0.276,1.33E-11,0,SKIL
GLUD1,1.69E-17,-0.12787902,0.334,0.409,3.37E-14,0,GLUD1
WHRN,9.70E-08,-0.128384692,0.066,0.086,0.000193957,0,WHRN
TRAF1,4.60E-12,-0.129211308,0.287,0.345,9.20E-09,0,TRAF1
SNRPF,2.48E-11,-0.130954321,0.455,0.51,4.96E-08,0,SNRPF
BAZ2B,0.004857931,-0.133089729,0.081,0.092,1,0,BAZ2B
NCAPH2,2.46E-13,-0.133857092,0.082,0.114,4.92E-10,0,NCAPH2
PHPT1,1.16E-14,-0.133976705,0.327,0.398,2.32E-11,0,PHPT1
CCT5,6.57E-11,-0.135798443,0.377,0.436,1.31E-07,0,CCT5
CASP8AP2,1.03E-11,-0.136180746,0.129,0.166,2.07E-08,0,CASP8AP2
HIST1H4C,1.63E-107,-0.13662507,0.748,0.661,3.27E-104,0,HIST1H4C
FH,1.87E-16,-0.137193767,0.1,0.14,3.73E-13,0,FH
SOCS3,1.27E-05,-0.140564682,0.416,0.458,0.025407891,0,SOCS3
CALM2,6.45E-18,-0.144151617,0.827,0.853,1.29E-14,0,CALM2
CCT2,7.28E-13,-0.144714083,0.377,0.444,1.46E-09,0,CCT2
TSPYL2,0.000247544,-0.145275839,0.311,0.338,0.495087333,0,TSPYL2
NOP56,3.84E-14,-0.146095458,0.214,0.269,7.67E-11,0,NOP56
SPRY1,5.59E-32,-0.152031417,0.187,0.259,1.12E-28,0,SPRY1
ANP32B,6.60E-12,-0.152437359,0.753,0.776,1.32E-08,0,ANP32B
PRDM1,2.33E-05,-0.153116046,0.323,0.357,0.046586342,0,PRDM1
PSMD1,3.35E-16,-0.153312937,0.204,0.262,6.70E-13,0,PSMD1
LSM3,3.86E-16,-0.158376596,0.349,0.42,7.72E-13,0,LSM3
HSPD1,6.80E-10,-0.160310779,0.556,0.603,1.36E-06,0,HSPD1
CCT6A,8.92E-16,-0.160439617,0.393,0.464,1.78E-12,0,CCT6A
PAICS,7.88E-12,-0.162691375,0.091,0.121,1.58E-08,0,PAICS
CACYBP,2.89E-09,-0.163038665,0.52,0.566,5.78E-06,0,CACYBP
PSAP,0.000792102,-0.163343815,0.545,0.598,1,0,PSAP
LCP1,2.12E-18,-0.164659127,0.841,0.853,4.25E-15,0,LCP1
FTL,8.29E-06,-0.165647365,0.988,0.975,0.01657975,0,FTL
SNRPE,2.83E-15,-0.169321201,0.327,0.394,5.66E-12,0,SNRPE
TRGV7,1.17E-09,-0.170228095,0.07,0.093,2.35E-06,0,TRGV7
ICAM1,2.28E-18,-0.170877188,0.084,0.122,4.56E-15,0,ICAM1
RAB11FIP1,1.13E-10,-0.173266551,0.204,0.249,2.25E-07,0,RAB11FIP1
ILF2,1.98E-15,-0.177603296,0.46,0.526,3.96E-12,0,ILF2
RPL39L,1.72E-17,-0.179149538,0.074,0.11,3.44E-14,0,RPL39L
PRKDC,1.18E-13,-0.181424189,0.29,0.35,2.37E-10,0,PRKDC
EBNA1BP2,8.61E-18,-0.182421458,0.146,0.197,1.72E-14,0,EBNA1BP2
CD151,1.66E-15,-0.186237352,0.174,0.225,3.33E-12,0,CD151
CEP290,4.14E-10,-0.187083011,0.086,0.113,8.28E-07,0,CEP290
SUPT16H,8.50E-19,-0.187393071,0.232,0.297,1.70E-15,0,SUPT16H
SSRP1,5.44E-19,-0.188080776,0.264,0.333,1.09E-15,0,SSRP1
GPR155,8.18E-12,-0.189290344,0.155,0.195,1.64E-08,0,GPR155
PLEC,2.19E-08,-0.191537056,0.175,0.207,4.38E-05,0,PLEC
TCP1,5.06E-22,-0.192060051,0.358,0.441,1.01E-18,0,TCP1
MSH3,6.66E-19,-0.193852203,0.129,0.177,1.33E-15,0,MSH3
NAP1L1,1.13E-23,-0.194487321,0.58,0.641,2.27E-20,0,NAP1L1
RANGAP1,2.03E-15,-0.197671216,0.113,0.154,4.05E-12,0,RANGAP1
PDCL3,1.12E-19,-0.199552704,0.295,0.369,2.23E-16,0,PDCL3
NOP16,8.02E-15,-0.203001807,0.104,0.141,1.60E-11,0,NOP16
TGIF1,3.92E-13,-0.204495039,0.163,0.205,7.84E-10,0,TGIF1
DNMT1,1.04E-15,-0.204589586,0.319,0.381,2.08E-12,0,DNMT1
TRAF4,3.48E-13,-0.206457582,0.074,0.104,6.95E-10,0,TRAF4
MAP3K8,1.24E-07,-0.207071619,0.406,0.444,0.000248086,0,MAP3K8
UBALD2,4.23E-24,-0.208066346,0.176,0.241,8.47E-21,0,UBALD2
CTNNA1,7.40E-08,-0.212963775,0.085,0.108,0.000148069,0,CTNNA1
USP1,1.21E-19,-0.213400505,0.222,0.283,2.42E-16,0,USP1
SIVA1,3.38E-18,-0.213996902,0.437,0.509,6.77E-15,0,SIVA1
ERH,1.36E-26,-0.214596123,0.574,0.638,2.72E-23,0,ERH
BCL2L12,1.62E-19,-0.214604761,0.092,0.134,3.23E-16,0,BCL2L12
SRGN,8.40E-35,-0.21465125,0.979,0.973,1.68E-31,0,SRGN
PDE4B,4.29E-16,-0.2200904,0.385,0.454,8.59E-13,0,PDE4B
PAM,1.31E-07,-0.220942293,0.089,0.111,0.000262474,0,PAM
DUSP5,1.53E-29,-0.222810937,0.259,0.337,3.06E-26,0,DUSP5
GRN,0.006095898,-0.22373199,0.132,0.149,1,0,GRN
SLF1,6.79E-18,-0.229713243,0.187,0.242,1.36E-14,0,SLF1
DDX39A,6.74E-22,-0.234638346,0.367,0.442,1.35E-18,0,DDX39A
DNAJC9,6.64E-14,-0.235080749,0.176,0.221,1.33E-10,0,DNAJC9
LINC01871,0.003703641,-0.23558761,0.502,0.494,1,0,LINC01871
LTA,7.82E-05,-0.237484046,0.109,0.127,0.156379553,0,LTA
MYL6,1.16E-82,-0.237819699,0.979,0.975,2.31E-79,0,MYL6
ATP5F1B,2.23E-45,-0.240034737,0.732,0.773,4.46E-42,0,ATP5F1B
